Name	Day	Start time	End time	Week pattern	Location	Room Size	Class Size	Staff	Department
FREU9QC.S#	Tuesday	12:05	13:55	1-6, 8-12	P.E26	20	18	Bill Marshall	ARHLTL_French
GEOU1PE.L#	Friday	13:05	13:55	1-6, 8-12	C.LTLogie	350	164	Robert McCulloch	NATBES ES UG
GEOU1PE.L#	Monday	09:05	09:55	2-6, 8-12	C.LTA6	253	164		NATBES ES UG
GEOU1PE.L#	Wednesday	12:05	12:55	1-6, 8-12	C.LTA6	253	235	Alasdair Ross	NATBES ES UG
GEOU7EE.S#	Wednesday	10:05	11:55	1	C.2B88	30	30	Robert McCulloch	NATBES ES UG
GEOU9IS.CL#	Thursday	15:05	17:55	1-6, 8-12	C.3A146	32	30		NATBES ES UG
GEOU9IS.L#	Thursday	13:05	13:55	1-6, 8-12	C.LTB3	112	110	Tom Bradwell/Phil Bartie/Heather Price	NATBES ES UG
GNDPP01.S#	Thursday	10:05	12:55	8	C.2A9	26	16	Karen Boyle	ARHCMC_PG
GNDPP01.S#	Thursday	11:05	12:55	1-6, 9-12	C.3B146	18	16	Karen Boyle	ARHCMC_PG
GNDPP02.S#	Thursday	14:05	15:55	1-6, 8-12	C.3B145*	18	18	Karen Boyle	ARHCMC_PG
GOIPP20.S#	Wednesday	09:05	10:55	11	C.2B45	16	0		ARH PG
GOIPP20.S#	Wednesday	09:05	10:55	1-6, 8-10, 12	P.SC1	36	10	Matt Foley	ARH PG
HISU921.L#	Friday	16:05	16:55	1-6, 8-9, 11-12	P.PLT	210	180	Alasdair Ross/Emma Macleod	ARHHPO_History
HISU921.L#	Tuesday	13:05	13:55	2-6, 8-12	P.PLT	210	180	Colin Nicolson/Jacqueline Jenkinson/Jim Smyth	ARHHPO_History
HISU921.S/01	Tuesday	09:05	09:55	2-6, 8-11	P.SC2*	20	20	Catherine Mills	ARHHPO_History
HISU921.S/02	Tuesday	10:05	10:55	2-6, 8-11	P.SC2*	20	20	Catherine Mills	ARHHPO_History
HISU921.S/03	Tuesday	16:05	16:55	2-6, 8-11	P.SC2*	20	20	Catherine Mills	ARHHPO_History
HISU921.S/04	Wednesday	09:05	09:55	2-6, 8-11	P.SC2*	20	20	Catherine Mills	ARHHPO_History
HISU921.S/05	Wednesday	12:05	12:55	2-6, 8-11	C.3B129*	28	20	Catherine Mills	ARHHPO_History
HISU921.S/06	Thursday	09:05	09:55	2-6, 8-11	C.2B129#	30	20	Catherine Mills	ARHHPO_History
HISU921.S/07	Thursday	12:05	12:55	2-6, 8-11	C.3B145*	18	18	Catherine Mills	ARHHPO_History
HISU921.S/08	Friday	10:05	10:55	2-6, 8-11	C.3B145*	18	20	Catherine Mills	ARHHPO_History
HISU921.S/09	Friday	11:05	11:55	2-6, 8-11	C.3B145*	18	20	Catherine Mills	ARHHPO_History
HISU921.S/10	Friday	13:05	13:55	2-6, 8-11	C.2W5*	20	20	Catherine Mills	ARHHPO_History
HISU921.S/11	Friday	14:05	14:55	2-6, 8-11	C.2W5*	20	20	Catherine Mills	ARHHPO_History
HISU921.S/12	Friday	15:05	15:55	2-6, 8-11	C.A1	42	20	Catherine Mills	ARHHPO_History
HISU9A5.S/01	Monday	09:05	10:55	1-6, 8-12	C.2B40*	12	12	Alasdair Ross	ARHHPO_History
HISU9A5.S/02	Friday	09:05	10:55	1-6, 8-12	C.2B121#	36	12	Alasdair Ross	ARHHPO_History
HISU9A5.S/03	Friday	13:05	14:55	1-6, 8-12	C.2B121#	36	12	Alasdair Ross	ARHHPO_History
HISU9B5.S/01	Monday	09:05	10:55	1-6, 8-12	P.D3	54	16	Diego Palacios Cerezales	ARHHPO_History
HISU9B5.S/02	Monday	14:05	15:55	08-Dec	C.3X11	16	16	Diego Palacios Cerezales	ARHHPO_History
HISU9B5.S/02	Monday	14:05	15:55	01-Jun	P.D3	54	16	Diego Palacios Cerezales	ARHHPO_History
HISU9B5.S/03	Tuesday	09:05	10:55	1-6, 8-12	C.2B133	24	16	Diego Palacios Cerezales	ARHHPO_History
HISU9D5.S/01	Monday	12:05	13:55	1-6, 8-12	C.4W2	24	18	Gyorgy Toth	ARHHPO_History
HISU9D5.S/02	Tuesday	12:05	13:55	1-6, 8-12	C.4W2	24	18	Gyorgy Toth	ARHHPO_History
HISU9D5.S/03	Thursday	12:05	13:55	1-6, 8-12	C.2B86	40	18	Gyorgy Toth	ARHHPO_History
HISU9D7.S#	Monday	09:05	11:55	2-6, 8-12, 1-5, 7-10, 12	C.3B139*	14	12	Colin Nicolson	ARHHPO_History
HISU9D7.S#	Tuesday	14:05	16:55	1	C.3X11	16	12	Colin Nicolson	ARHHPO_History
HISU9F5.S/01	Tuesday	16:05	17:55	1-6, 8-12	C.4B134	36	24	Emma Macleod	ARHHPO_History
HISU9F5.S/02	Friday	11:05	12:55	1-6, 8-12	P.D3	54	25	Emma Macleod	ARHHPO_History
HISU9G5.S/01	Wednesday	11:05	12:55	1-6, 8-12	P.D3	54	18	Jacqueline Jenkinson	ARHHPO_History
HISU9G5.S/02	Thursday	12:05	13:55	1-6, 8-12	C.2B48	28	18	Jacqueline Jenkinson	ARHHPO_History
HISU9G5.S/03	Friday	10:05	11:55	1-6, 8-12	C.3B146	18	18	Jacqueline Jenkinson	ARHHPO_History
HISU9G7.S#	Friday	13:05	15:55	1-6, 8-12	C.3B139*	14	12	Jacqueline Jenkinson	ARHHPO_History
HISU9J7.S#	Tuesday	14:05	16:55	1-6, 8-12, 1-5, 7-12	C.4W5	24	18	Diego Palacios Cerezales	ARHHPO_History
HISU9L5.S/01	Monday	14:05	15:55	1-6, 8-12	C.3B139*	14	12	David Bebbington	ARHHPO_History
HISU9L5.S/02	Thursday	14:05	15:55	1-6, 8-12	C.2B40*	12	12	David Bebbington	ARHHPO_History
HISU9L5.S/03	Friday	14:05	15:55	1-6, 8-12	C.3B145*	18	12	David Bebbington	ARHHPO_History
HISU9P5.S/01	Monday	10:05	11:55	1-6, 8-12	P.SC2*	20	18	Michael Penman	ARHHPO_History
HISU9P5.S/02	Friday	09:05	10:55	1-6, 8-12	C.4B134	36	18	Michael Penman	ARHHPO_History
HISU9P5.S/03	Friday	15:05	16:55	1-6, 8-12	P.C1	30	18	Michael Penman	ARHHPO_History
HISU9Q7.S#	Wednesday	10:05	12:55	1-6, 8-12, 1-5, 7-12	C.3B145*	18	18	Michael Penman	ARHHPO_History
HISU9S1.L#	Friday	12:05	12:55	1-6, 8-12	P.PLT	210	140	Alasdair Ross/Alastair Mann/Michael Penman	ARHHPO_History
HISU9S1.L#	Monday	16:05	16:55	2-6, 8-12	P.PLT	210	140	Alasdair Ross/Alastair Mann/Michael Penman	ARHHPO_History
HISU9S1.S/01	Monday	12:05	12:55	2-6, 8-12	C.2W5*	20	20		ARHHPO_History
HISU9S1.S/02	Monday	13:05	13:55	2-6, 8-12	P.D2*	20	20		ARHHPO_History
HISU9S1.S/03	Monday	17:05	17:55	2-6, 8-12	C.2W5*	20	20		ARHHPO_History
HISU9S1.S/04	Tuesday	09:05	09:55	2-6, 8-12	C.4W1	20	20		ARHHPO_History
HISU9S1.S/05	Tuesday	12:05	12:55	2-6, 8-12	C.2B74*	26	20		ARHHPO_History
HISU9S1.S/06	Wednesday	12:05	12:55	2-6, 8-12	C.2V3	20	20		ARHHPO_History
HISU9S1.S/07	Thursday	09:05	09:55	2-6, 8-12	C.3B145*	18	18		ARHHPO_History
HISU9S1.S/08	Thursday	12:05	12:55	2-6, 8-12	P.D2*	20	20		ARHHPO_History
HISU9S1.S/09	Tuesday	13:05	13:55	2-6, 8-12	C.2B74*	26	20		ARHHPO_History
HISU9S1.S/10	Thursday	16:05	16:55	2-6, 8-12	P.D2*	20	20		ARHHPO_History
HISU9S3.L#	Monday	13:05	13:55	2-6, 8-12	C.LTA3	240	230	Michael Penman/Jim Smyth/Colin Nicolson/Alasdair Ross	ARHHPO_History
HISU9S3.L#	Thursday	11:05	11:55	1-6, 8-12	C.LTA3	240	230	Alasdair Ross/Colin Nicolson/Jacqueline Jenkinson/Jim Smyth/Michael Penman	ARHHPO_History
HISU9S3.S/01	Monday	09:05	09:55	2-6, 8-12	C.2B74*	26	20	Jim Smyth	ARHHPO_History
HISU9S3.S/02	Monday	12:05	12:55	2-6, 8-12	C.2B133	24	20	Jim Smyth	ARHHPO_History
HISU9S3.S/03	Monday	16:05	16:55	2-6, 8-12	C.3B147#	18	20	Jim Smyth	ARHHPO_History
HISU9S3.S/04	Monday	17:05	17:55	2-6, 8-12	C.3B129*	28	20	Jim Smyth	ARHHPO_History
HISU9S3.S/05	Tuesday	11:05	11:55	2-6, 8-12	P.SC2*	20	20	Jim Smyth	ARHHPO_History
HISU9S3.S/06	Tuesday	12:05	12:55	2-6, 8-12	C.4W3	20	20	Holgar Nehring	ARHHPO_History
HISU9S3.S/07	Tuesday	13:05	13:55	2-6, 8-12	C.4W4	24	20	Holgar Nehring	ARHHPO_History
HISU9S3.S/08	Tuesday	17:05	17:55	2-6, 8-12	C.3B129*	28	20	Jim Smyth	ARHHPO_History
HISU9S3.S/09	Wednesday	09:05	09:55	2-6, 8-12	C.2B121#	36	20	Holgar Nehring	ARHHPO_History
HISU9S3.S/10	Wednesday	11:05	11:55	2-6, 8-12	C.3B146	18	20	Holgar Nehring	ARHHPO_History
HISU9S3.S/11	Thursday	09:05	09:55	2-6, 8-12	C.4W3	20	20	Holgar Nehring	ARHHPO_History
HISU9S3.S/12	Thursday	12:05	12:55	2-6, 8-12	C.4W5	24	20	Holgar Nehring	ARHHPO_History
HISU9S3.S/13	Thursday	13:05	13:55	2-6, 8-12	C.3B145*	18	18	Holgar Nehring	ARHHPO_History
HISU9S3.S/14	Thursday	16:05	16:55	2-6, 8-12	C.3B145*	18	18	Holgar Nehring	ARHHPO_History
HISU9S3.S/15	Thursday	17:05	17:55	2-6, 8-12	C.2B74*	26	20	Holgar Nehring	ARHHPO_History
HISU9S5.S/01	Monday	14:05	15:55	1-6, 8-12	C.3B147#	18	16	Jim Smyth	ARHHPO_History
HISU9S5.S/02	Tuesday	14:05	15:55	1-6, 8-12	P.SC2*	20	16	Jim Smyth	ARHHPO_History
HISU9S5.S/03	Thursday	15:05	16:55	1-6, 8-12	C.4W4	24	16	Jim Smyth	ARHHPO_History
HISU9W7.S#	Tuesday	14:05	16:55	1-6, 8-12	C.2B74*	26	18	David Bebbington	ARHHPO_History
HISU9X5.CL#	Wednesday	10:05	11:55	10-Nov	P.G8	28	26	Stuart Salmon	ARHHPO_History
HISU9X5.L#	Friday	10:05	10:55	1-6, 8-12	P.LTA96	75	27	Stuart Salmon	ARHHPO_History
HISU9X5.S/01	Monday	12:05	13:55	2-6, 8-10	C.3B139*	14	14	Stuart Salmon	ARHHPO_History
HISU9X5.S/01	Monday	16:05	17:55	1	C.3B139*	14	14	Stuart Salmon	ARHHPO_History
HISU9X5.S/02	Friday	11:05	12:55	1-6, 8-10	P.SC1	36	14	Stuart Salmon	ARHHPO_History
HISU9Y7.S#	Thursday	12:05	14:55	1-6, 8-12, 1-5, 7-12	P.SC2*	20	12	Alastair Mann	ARHHPO_History
HOUP002.S#	Tuesday	10:05	15:55	10	C.2A87	60	40		APSHOU
HOUP005.S#	Thursday	10:05	15:55	10	C.2A87	60	40		APSHOU
HPSP111.L#	Monday	09:30	11:55	1-6, 8-12	C.2A43	20	20		NATPSY_PG
HPSP112.L#	Monday	14:05	16:30	1-6, 8-12	C.2A43	20	20	Vivien Swanson	NATPSY_PG
HPSP113.CL#	Tuesday	11:05	12:30	3-6, 8-11	C.1A11	60	60	Adam Kleczkowski	NATPSY_PG
HPSP113.CL#	Tuesday	15:05	15:55	3-5, 8-11	C.1A11	60	60		NATPSY_PG
HPSP113.CL#	Tuesday	15:05	15:55	6	C.2A15	57	57		NATPSY_PG
HPSP113.L#	Tuesday	09:30	10:55	3-6, 8-12	C.LTW1	94	60		NATPSY_PG
HPSP113.L#	Tuesday	14:05	14:55	3-6, 8-11	C.LTB3	112	60		NATPSY_PG
HPSP113.S#	Tuesday	09:30	12:30	2	C.2A73	60	40		NATPSY_PG
HRMP001.CL#	Thursday	13:05	14:55	11	C.1A11	60	35		MGTMWO_PG
HRMP001.CL#	Tuesday	12:05	13:55	11	C.2A17	43	35		MGTMWO_PG
HRMP001.L#	Monday	09:05	10:55	3-5, 8-12	C.2B121#	36	35		MGTMWO_PG
HRMP001.L#	Tuesday	14:05	15:55	3-5, 8-12	C.2B86	40	35		MGTMWO_PG
HRMP001.S/01	Thursday	14:05	15:55	03-May	C.2V3	20	18		MGTMWO_PG
HRMP001.S/02	Thursday	11:05	12:55	03-May	C.2B133	24	18		MGTMWO_PG
HRMP001.S#	Monday	13:05	14:55	6, 8-12	C.A1	42	35		MGTMWO_PG
HRMP002.L#	Tuesday	16:05	17:55	3-6, 8-12	C.2B86	40	35	Markus Kittler	MGTMWO_PG
HRMP002.S/01	Tuesday	10:05	11:55	3-6, 8-12	C.2V3	20	18	Markus Kittler	MGTMWO_PG
HRMP002.S/02	Wednesday	13:05	14:55	3-6, 8-12	C.3B146	18	18	Markus Kittler	MGTMWO_PG
HRMP002.S/03	Wednesday	15:05	16:55	3-6, 8-12	C.3B146	18	18	Markus Kittler	MGTMWO_PG
HRMP003.L#	Wednesday	10:05	11:55	3-6, 8-12	C.A1	42	35	Lila Skountridaki	MGTMWO_PG
HRMP003.L#	Wednesday	12:05	13:55	03-Jun	C.A1	42	35	Darren McGuire	MGTMWO_PG
HRMP003.S/01	Monday	11:05	12:55	3-6, 8-12	C.3B129*	28	20	Lila Skountridaki	MGTMWO_PG
HRMP003.S/02	Monday	15:05	16:55	3-6, 8-12	C.2W5*	20	20	Lila Skountridaki	MGTMWO_PG
HRMP003.S/03	Tuesday	16:05	17:55	3-6, 8-12	C.2B48	28	20	Lila Skountridaki	MGTMWO_PG
HRMU9R5.L#	Tuesday	12:05	12:55	1-6, 8-12	C.LTB3	112	50	Belgin Okay-Somerville	MGTMWO UG
HRMU9R5.L#	Wednesday	12:05	12:55	1-6, 8-12	C.LTA5	92	50	Belgin Okay-Somerville	MGTMWO UG
HRMU9R5.S/01	Monday	11:05	11:55	3-6, 8-12	C.4W3	20	20	Robbie Wilson	MGTMWO UG
HRMU9R5.S/02	Monday	14:05	14:55	3-6, 8-12	C.2B133	24	20	Bernard Burnes	MGTMWO UG
HRMU9R5.S/03	Monday	16:05	16:55	3-6, 8-12	C.2B46	20	20	Dave Edgar	MGTMWO UG
HRMU9RB.L#	Tuesday	16:05	17:55	1-6, 8-12	C.2B87	48	40	Belgin Okay-Somerville/Scott Hurrell	MGTMWO UG
HRMU9RB.S/01	Tuesday	15:05	15:55	3-6, 8-12	C.4W4	24	20		MGTMWO UG
HRMU9RB.S/02	Friday	14:05	14:55	3-6, 8-12	C.4W3	20	20		MGTMWO UG
HRMU9RI.L#	Tuesday	10:05	11:55	1-6, 8-12	C.2A19	30	30		MGTMWO UG
HRMU9RI.S/01	Monday	09:05	10:55	3, 6, 9, 11	C.2B38	28	20	Scott Hurrell	MGTMWO UG
HRMU9RI.S/02	Wednesday	10:05	11:55	3, 6, 9, 11	C.2X4	32	20	Scott Hurrell	MGTMWO UG
HRMU9S3.L#	Monday	15:05	15:55	1-6, 8-12	C.LTW1	94	78	Saira Lee	MGTMWO UG
HRMU9S3.L#	Wednesday	09:05	09:55	1-6, 8-12	C.LTW1	94	78	Saira Lee	MGTMWO UG
HRMU9S3.S/01	Tuesday	10:05	10:55	3-6, 8-11	C.4W2	24	20	Saira Lee	MGTMWO UG
HRMU9S3.S/02	Tuesday	11:05	11:55	3-6, 8-11	C.4W2	24	20	Saira Lee	MGTMWO UG
HRMU9S3.S/03	Wednesday	10:05	10:55	3-6, 8-11	C.4W2	24	20	Saira Lee	MGTMWO UG
HRMU9S3.S/04	Thursday	15:05	15:55	3-6, 8-11	C.2X4	32	20	Saira Lee	MGTMWO UG
IBUP001.L#	Friday	10:05	11:55	3-6, 8, 10-11	C.2A87	60	50	Swapnesh Masrani	MGTMWO_PG
IBUP001.L#	Friday	10:05	11:55	9	C.2B84#	70	50	Swapnesh Masrani	MGTMWO_PG
IBUP001.S/01	Monday	10:05	11:55	4-6, 8-12	C.2B42	20	17	Swapnesh Masrani	MGTMWO_PG
IBUP001.S/02	Monday	14:05	15:55	4-6, 8-12	C.2V3	20	17	Swapnesh Masrani	MGTMWO_PG
IBUP001.S/03	Tuesday	15:05	16:55	4-6, 8-12	C.2V3	20	17	Swapnesh Masrani	MGTMWO_PG
IBUP002.L#	Tuesday	11:05	12:55	3-6, 8-12	C.LTW1	94	60	Jenoah Joseph	MGTMWO_PG
IBUP002.S/01	Tuesday	09:05	10:55	4-6, 8-12	C.2B44	20	14	Jenoah Joseph	MGTMWO_PG
IBUP002.S/02	Tuesday	14:05	15:55	4-6, 8-12	C.4W1	20	16	Jenoah Joseph	MGTMWO_PG
IBUP002.S/03	Thursday	09:05	10:55	4-6, 8-12	C.3B146	18	16	Jenoah Joseph	MGTMWO_PG
IBUP002.S/04	Thursday	11:05	12:55	4-6, 8-12	C.3X11	16	16	Jenoah Joseph	MGTMWO_PG
IBUP002.S/05	Thursday	14:05	15:55	4-6, 8-12	C.2V2	30	16	Jenoah Joseph	MGTMWO_PG
INVP001.L#	Monday	13:05	14:55	3-6, 9-12	C.LTLogie	350	200	Kevin Campbell/Graeme Acheson	MGTACF_PG
INVP001.L#	Thursday	16:05	17:55	8	C.LTA6	253	200		MGTACF_PG
INVP001.L#	Tuesday	15:05	15:55	3-6, 8-12	C.LTLogie	350	188	Graeme Acheson/Kevin Campbell	MGTACF_PG
INVP001.S/01	Tuesday	09:05	09:55	09-Dec	C.2W5*	20	20	Graeme Acheson	MGTACF_PG
INVP001.S/02	Tuesday	10:05	10:55	09-Dec	C.2B38	28	20	Graeme Acheson	MGTACF_PG
INVP001.S/03	Tuesday	11:05	11:55	09-Dec	C.2B38	28	20	Graeme Acheson	MGTACF_PG
INVP001.S/04	Tuesday	14:05	14:55	09-Dec	C.A1	42	20	Graeme Acheson	MGTACF_PG
INVP001.S/05	Tuesday	16:05	16:55	09-Dec	C.2B42	20	20	Graeme Acheson	MGTACF_PG
INVP002.L#	Thursday	09:05	10:55	5, 8-12	C.LTA6	253	160	Alisdair Dobie	MGTACF_PG
INVP002.L#	Thursday	10:05	10:55	3-4, 6	C.LTB4	179	160	Alisdair Dobie	MGTACF_PG
INVP002.L#	Thursday	15:05	15:55	3-4, 6	C.LTB4	179	160	Alisdair Dobie	MGTACF_PG
INVP002.L#	Wednesday	11:05	12:55	3-6, 8-12	C.LTA3	240	160	Alisdair Dobie	MGTACF_PG
INVP002.S/01	Tuesday	09:05	09:55	4-6, 8-12	C.2B86	40	40		MGTACF_PG
INVP002.S/02	Tuesday	10:05	10:55	4-6, 8-12	C.2B86	40	40		MGTACF_PG
INVP002.S/03	Tuesday	11:05	11:55	4-6, 8-12	C.A1	42	40		MGTACF_PG
INVP002.S/04	Tuesday	17:05	17:55	4-5, 8-12	C.2A87	60	40		MGTACF_PG
INVP002.S/04	Tuesday	17:05	17:55	6	C.2B84#	70	40		MGTACF_PG
ITNP001.CL#	Friday	10:05	10:55	2-6, 8-12	C.2Y8	34	20	Simon Jones	NATCSM CS
ITNP001.CL#	Tuesday	14:05	14:55	2-6, 8-12	C.1A13	34	20	Simon Jones	NATCSM CS
ITNP001.L#	Friday	11:05	11:55	1-6, 8-12	C.3B139*	14	12	Simon Jones	NATCSM CS
ITNP001.L#	Monday	14:05	14:55	1-6, 8-12	C.LTW1	94	20	Simon Jones	NATCSM CS
ITNP001.L#	Wednesday	09:05	09:55	1-6, 8-12	C.2W5*	20	20	Simon Jones	NATCSM CS
ITNP001.S#	Friday	09:05	09:55	1-6, 8-12	C.2B48	28	20	Simon Jones	NATCSM CS
ITNP01A.CL#	Thursday	10:05	11:55	2-5, 8-11	C.4X5	40	25	Evan Magill/Marwan Fayed	NATCSM CS
ITNP01A.CL#	Tuesday	16:05	17:55	2-5, 8-11	C.4X5	40	25	Evan Magill/Marwan Fayed	NATCSM CS
ITNP01A.L#	Friday	12:05	12:55	1-5, 8-12	C.4W5	24	24	Evan Magill/Marwan Fayed	NATCSM CS
ITNP01A.L#	Monday	15:05	15:55	1-5, 8-12	C.3B129*	28	25	Evan Magill/Marwan Fayed	NATCSM CS
ITNP023.CL#	Monday	10:05	10:55	2-6, 8-12	C.4X5	40	15	Andrea Bracciali/Una Benlic	NATCSM CS
ITNP023.L#	Friday	13:05	13:55	1-6, 8-12	C.2B45	16	15	Andrea Bracciali/Una Benlic	NATCSM CS
ITNP023.L#	Thursday	11:05	11:55	1-6, 8-12	C.4W3	20	15	Andrea Bracciali/Una Benlic	NATCSM CS
ITNP023.L#	Thursday	15:05	15:55	1-6, 8-12	C.2B38	28	15	Andrea Bracciali/Una Benlic	NATCSM CS
ITNP023.S#	Monday	13:05	13:55	2-6, 8-12	C.4W1	20	15	Andrea Bracciali/Una Benlic	NATCSM CS
ITNP023.S#	Thursday	16:05	16:55	2-6, 8-12	C.3B146	18	10	Andrea Bracciali/Una Benlic	NATCSM CS
ITNP033.CL#	Tuesday	16:05	17:55	1-6, 8-12	C.1A13	34	25	Savi Maharaj/Bruce Graham	NATCSM CS
ITNP033.L#	Monday	16:05	16:55	1-6, 8-12	C.2B76	30	25	Savi Maharaj/Bruce Graham	NATCSM CS
ITNP033.L#	Wednesday	12:05	12:55	1-6, 8-12	C.2B88	30	25	Savi Maharaj/Bruce Graham	NATCSM CS
ITNP033.S#	Thursday	14:05	14:55	2-6, 8-12	C.2X6	32	25	Savi Maharaj/Bruce Graham	NATCSM CS
ITNPBD1.L#	Monday	12:05	12:55	1-5, 8-12	C.2B87	48	20	Jozsef Farkas	NATCSM CS
ITNPBD1.L#	Tuesday	13:05	13:55	1-5, 8-12	C.2B48	28	20	Jozsef Farkas	NATCSM CS
ITNPBD1.S#	Tuesday	09:05	10:55	1-5, 8-12	C.3V2	34	20	Jozsef Farkas	NATCSM CS
ITNPBD2.CL#	Thursday	09:05	09:55	1-5, 8-12	C.4X5	40	28	Michael Epitropakis/John Woodward	NATCSM CS
ITNPBD2.L#	Friday	14:05	14:55	1-6, 8-12	C.2B88	30	20	Michael Epitropakis/John Woodward	NATCSM CS
ITNPBD2.L#	Monday	13:05	13:55	1-6, 8-12	C.4W3	20	20	Michael Epitropakis/John Woodward	NATCSM CS
ITNPBD3.CL#	Thursday	13:05	14:55	2-6, 8-12	C.4X5	40	30	Kevin Swingler	NATCSM CS
ITNPBD3.L#	Friday	13:05	13:55	1-6, 8-12	C.2B88	30	30	Kevin Swingler	NATCSM CS
ITNPBD3.L#	Friday	16:05	16:55	1-6, 8-12	C.3V2	34	30	Kevin Swingler	NATCSM CS
ITNPBD3.S#	Friday	17:05	17:55	2-6, 8-12	C.3V2	34	30	Kevin Swingler	NATCSM CS
ITNPBD4.L#	Friday	12:05	12:55	1-6, 8-12	C.4W3	20	20	Gabriela Ochoa/Leslie Smith	NATCSM CS
ITNPBD4.L#	Tuesday	16:05	16:55	1-6, 8-12	C.4W2	24	20	Leslie Smith/Gabriela Ochoa	NATCSM CS
ITNPBD4.S#	Monday	16:05	16:55	2-6, 8-12	C.4W3	20	20	Gabriela Ochoa/Leslie Smith	NATCSM CS
JOUU9A3.L#	Friday	09:05	09:55	1-5, 8-12	P.PLT	210	110	Claire Mccarthy	ARHCMC UG
JOUU9A3.L#	Tuesday	10:05	10:55	1-6, 8-12	P.PLT	210	114	Idrees Ahmad	ARHCMC UG
JOUU9A3.S/01	Tuesday	12:05	12:55	1-6, 8-12	P.B43	10000	28	Idrees Ahmad	ARHCMC UG
JOUU9A3.S/02	Tuesday	13:05	13:55	1-6, 8-12	P.B43	10000	28	Idrees Ahmad	ARHCMC UG
JOUU9A3.S/03	Tuesday	16:05	16:55	1-6, 8-12	P.B43	10000	28	Idrees Ahmad	ARHCMC UG
JOUU9A3.S/04	Tuesday	17:05	17:55	1-6, 8-12	P.B43	10000	28	Idrees Ahmad	ARHCMC UG
JOUU9DJ.L#	Monday	11:05	11:55	1-6, 8-12	C.LTB4	179	45	Eddy Borges-Rey	ARHCMC UG
JOUU9J5.L#	Monday	16:05	16:55	1-6, 8-12	P.LTA96	75	66	Eddy Borges-Rey	ARHCMC UG
JOUU9J5.S/01	Tuesday	10:05	11:55	1-6, 8-12	P.B43	10000	30	Eddy Borges-Rey	ARHCMC UG
JOUU9J5.S/02	Tuesday	14:05	15:55	1-6, 8-12	P.B43	10000	30	Eddy Borges-Rey	ARHCMC UG
JOUU9J5.S/03	Wednesday	10:05	11:55	1-6, 8-12	P.B43	10000	30	Eddy Borges-Rey	ARHCMC UG
JOUU9JT.L#	Friday	10:05	12:55	1-6, 8-12	P.B43	10000	45	John McLellan	ARHCMC UG
JOUU9JT.L#	Friday	14:05	16:55	1-6, 8-12	P.B43	10000	45	Adrian Hadland	ARHCMC UG
JOUU9LN.L#	Wednesday	12:05	12:55	1-6, 8-12	C.LTB3	112	29	Marina Dekavalla	ARHCMC UG
JOUU9LN.S/01	Thursday	09:05	09:55	1-6, 8-12	C.3X11	16	16	Marina Dekavalla	ARHCMC UG
JOUU9LN.S/02	Thursday	10:05	10:55	1-6, 8-12	C.3X11	16	16	Marina Dekavalla	ARHCMC UG
JOUU9X1.L#	Monday	10:05	10:55	2-6, 8-12	C.LTA3	240	219	Eddy Borges-Rey	ARHCMC UG
JOUU9X1.L#	Thursday	12:05	12:55	3	C.LTA6	253	219	Adrian Hadland	ARHCMC UG
JOUU9X1.L#	Wednesday	09:05	10:55	1	P.PLT	210	210		ARHCMC UG
JOUU9X1.S/01	Monday	12:05	12:55	2-6, 8-12	P.G18	24	20		ARHCMC UG
JOUU9X1.S/02	Monday	13:05	13:55	2-6, 8-12	P.G18	24	20		ARHCMC UG
JOUU9X1.S/03	Monday	15:05	15:55	2-6, 8-12	P.G18	24	20		ARHCMC UG
JOUU9X1.S/04	Tuesday	10:05	10:55	2-6, 8-12	P.G18	24	20		ARHCMC UG
JOUU9X1.S/05	Tuesday	11:05	11:55	2-6, 8-12	P.G18	24	20		ARHCMC UG
JOUU9X1.S/06	Tuesday	14:05	14:55	2-6, 8-12	P.G18	24	20		ARHCMC UG
JOUU9X1.S/07	Tuesday	15:05	15:55	2-6, 8-12	P.G18	24	20		ARHCMC UG
JOUU9X1.S/08	Wednesday	09:05	09:55	2-6, 8-12	P.G18	24	20		ARHCMC UG
JOUU9X1.S/09	Wednesday	10:05	10:55	2-6, 8-12	P.G18	24	20		ARHCMC UG
JOUU9X1.S/10	Wednesday	12:05	12:55	2-6, 8-12	P.G18	24	20		ARHCMC UG
JOUU9X1.S/11	Wednesday	14:05	14:55	2-6, 8-12	C.2W5*	20	20		ARHCMC UG
LAWPP13.S#	Monday	16:05	17:55	1-6, 8-12	C.4W5	24	11		ARH PG
LAWPP18.S#	Tuesday	09:05	10:55	1-6, 8-12	C.3X11	16	11	Belen Olmos Giupponi	ARH PG
LAWPPRC.S#	Tuesday	16:05	17:55	2-6, 8-12	C.3B147#	18	15	Fraser Davidson	ARH PG
LAWU9CL.L#	Tuesday	11:05	11:55	2-6, 8-12	C.2A11	26	20	Oles Andriychuk	ARHLPH_Law
LAWU9CL.S#	Tuesday	12:05	12:55	2-6, 8-12	C.2A11	26	20	Oles Andriychuk	ARHLPH_Law
LAWU9CY.S/01	Wednesday	11:05	12:55	1-6, 8-12	C.4W3	20	20	Lorraine Wilson	ARHLPH_Law
LAWU9CY.S/02	Thursday	12:05	13:55	1-6, 8-12	C.2B121#	36	20	Lorraine Wilson	ARHLPH_Law
LAWU9CY.S/03	Friday	13:05	14:55	1-6, 8-12	P.D3	54	20	Lorraine Wilson	ARHLPH_Law
